GeneID,Base Mean,log2(FC),stdError,Wald stats,Pval,AdjP,% WT
RP23-307P18.3,0,NA,NA,NA,NA,NA,#VALUE!
RP23-308A23.2,0,NA,NA,NA,NA,NA,#VALUE!
RP23-308A23.3,0,NA,NA,NA,NA,NA,#VALUE!
RP23-308C18.8,0.132997362,0.013515271,0.062482041,0.216306488,0.828748852,NA,1.00941209
RP23-308C18.9,0,NA,NA,NA,NA,NA,#VALUE!
RP23-308E4.6,1.072956269,-0.068046073,0.071262672,-0.954862775,0.339647097,NA,0.953929086
RP23-308E4.7,1.795529783,0.035589156,0.13993904,0.254318992,0.799249129,NA,1.024975308
RP23-308E4.9,0.955049298,0.003635001,0.065027642,0.05589932,0.955422013,NA,1.002522767
RP23-308F24.1,0,NA,NA,NA,NA,NA,#VALUE!
RP23-308G10.2,0.768187647,0.002255729,0.107776577,0.020929674,0.983301756,NA,1.001564775
RP23-308G10.3,0.527469937,0.025734256,0.062747963,0.410120982,0.681717202,NA,1.017997668
RP23-308G10.5,1.645062185,0.05382095,0.121113847,0.444383129,0.656765609,NA,1.038010437
RP23-308K11.1,0,NA,NA,NA,NA,NA,#VALUE!
RP23-308K19.1,0.753881362,-0.025399666,0.080054045,-0.317281479,0.75103003,NA,0.982548368
RP23-308L3.1,0,NA,NA,NA,NA,NA,#VALUE!
RP23-308M1.1,2.544772922,-0.012767296,0.175213168,-0.072867219,0.94191178,NA,0.991189427
RP23-308M1.2,14.01780912,0.213161572,0.222296854,0.958905033,0.337606589,NA,1.15922577
RP23-308M1.3,0.49963356,0.033588116,0.073093178,0.459524638,0.645857463,NA,1.023554638
RP23-308M1.5,0.371953311,-0.014727547,0.069097921,-0.213140231,0.831217586,NA,0.989843571
RP23-308M1.6,0.239409085,-0.024747009,0.062482041,-0.396065948,0.692056378,NA,0.982992961
RP23-308M1.7,0.139761217,-0.011992916,0.062482041,-0.191941802,0.847787793,NA,0.991721601
RP23-308N2.2,0,NA,NA,NA,NA,NA,#VALUE!
RP23-308N2.3,0,NA,NA,NA,NA,NA,#VALUE!
RP23-308N2.7,2.54517244,0.239205714,0.172824053,1.384099667,0.166327939,NA,1.180342637
RP23-308N2.9,1.031204469,-0.000730004,0.126632375,-0.00576475,0.99540042,NA,0.999494128
RP23-308N3.3,0.495250167,0.00220068,0.087258746,0.025220162,0.979879355,NA,1.001526559
RP23-308N3.4,0,NA,NA,NA,NA,NA,#VALUE!
RP23-308N3.5,0,NA,NA,NA,NA,NA,#VALUE!
RP23-309A11.2,0.615443959,-0.046558464,0.075956497,-0.612962227,0.539901316,NA,0.968243312
RP23-309A11.6,0,NA,NA,NA,NA,NA,#VALUE!
RP23-309A11.8,0,NA,NA,NA,NA,NA,#VALUE!
RP23-309A11.9,6.176143798,-0.038333185,0.180739265,-0.212091078,0.83203598,NA,0.973779352
RP23-309A8.1,0.12847785,-0.011992916,0.062482041,-0.191941802,0.847787793,NA,0.991721601
RP23-309A8.3,3.287389871,0.266833745,0.198346171,1.345293144,0.178530587,NA,1.203164366
RP23-309A8.4,14.09339392,0.560160815,0.23701739,2.363374326,0.018109368,NA,1.474433561
RP23-309D15.2,0,NA,NA,NA,NA,NA,#VALUE!
RP23-309D5.1,0,NA,NA,NA,NA,NA,#VALUE!
RP23-309D8.1,1.826901203,0.002722614,0.117270541,0.023216524,0.981477558,NA,1.001888954
RP23-309D8.2,0,NA,NA,NA,NA,NA,#VALUE!
RP23-309E11.1,0.12847785,-0.011992916,0.062482041,-0.191941802,0.847787793,NA,0.991721601
RP23-309E11.2,0,NA,NA,NA,NA,NA,#VALUE!
RP23-309E11.3,0.128009992,0.013515271,0.062482041,0.216306488,0.828748852,NA,1.00941209
RP23-309E11.6,0.139761217,-0.011992916,0.062482041,-0.191941802,0.847787793,NA,0.991721601
RP23-309E16.2,0.226396703,-0.024747009,0.062482041,-0.396065948,0.692056378,NA,0.982992961
RP23-309E16.3,0,NA,NA,NA,NA,NA,#VALUE!
RP23-309E16.4,0.243296559,0.000761178,0.062482041,0.012182343,0.990280137,NA,1.000527747
RP23-309E16.7,0,NA,NA,NA,NA,NA,#VALUE!
RP23-309G12.1,7.152410659,-0.084265104,0.226499418,-0.372032322,0.709868784,NA,0.943264904
RP23-309G12.2,3.521188122,0.0757586,0.179162011,0.422849683,0.672404936,NA,1.053915061
RP23-309G12.3,8.785562426,0.092221358,0.217552227,0.423904452,0.671635497,NA,1.066010285
RP23-309H19.10,0,NA,NA,NA,NA,NA,#VALUE!
RP23-309H19.2,1.00771966,0.004540549,0.135838475,0.033426088,0.973334806,NA,1.003152226
RP23-309H19.5,1.752594745,-0.168113561,0.163417003,-1.028739713,0.303602003,NA,0.890005674
RP23-309H19.8,0,NA,NA,NA,NA,NA,#VALUE!
RP23-309H21.2,10.8277051,0.361016751,0.233873183,1.543643212,0.12267479,NA,1.284330721
RP23-309I23.2,3.267289166,0.052296946,0.198060178,0.264045741,0.791744673,NA,1.036914505
RP23-309M3.1,0,NA,NA,NA,NA,NA,#VALUE!
RP23-309M3.2,0.626986372,-0.025530741,0.104138485,-0.245161443,0.80633143,NA,0.982459103
RP23-309M3.4,1.112628667,-0.011620238,0.114404933,-0.101571127,0.919097098,NA,0.991977816
RP23-309M3.5,0.379907626,0.048726158,0.069662563,0.699459743,0.484264763,NA,1.03435123
RP23-309M8.4,0,NA,NA,NA,NA,NA,#VALUE!
RP23-309N14.1,0.132997362,0.013515271,0.062482041,0.216306488,0.828748852,NA,1.00941209
RP23-309O6.1,0,NA,NA,NA,NA,NA,#VALUE!
RP23-30A13.1,2.608667911,0.183406544,0.154456065,1.187435041,0.235056065,NA,1.135562053
RP23-30A13.2,1.850810415,-0.106997243,0.112796254,-0.948588623,0.34282988,NA,0.928518626
RP23-30A18.2,1.13620978,-0.011378794,0.082396932,-0.138097303,0.890163517,NA,0.992143843
RP23-30A18.4,0.12847785,-0.011992916,0.062482041,-0.191941802,0.847787793,NA,0.991721601
RP23-30A18.5,2.473650822,0.175639176,0.162943166,1.077916804,0.281070886,NA,1.129464696
RP23-30B1.1,9.892830343,0.340358366,0.233536323,1.457410828,0.14500301,NA,1.266071048
RP23-30B1.2,3.019121432,-0.146387288,0.189563619,-0.772233033,0.43997642,NA,0.903510149
RP23-30B1.3,0,NA,NA,NA,NA,NA,#VALUE!
RP23-30B1.4,0,NA,NA,NA,NA,NA,#VALUE!
RP23-30B24.3,18.40850444,0.123753074,0.20414283,0.60620828,0.544376455,NA,1.089565611
RP23-30B3.1,7.010136315,-0.072773666,0.198737183,-0.366180425,0.714230448,NA,0.950808255
RP23-30B3.2,2.551630729,-0.044846421,0.175965745,-0.254858813,0.798832148,NA,0.969393006
RP23-30B3.4,0,NA,NA,NA,NA,NA,#VALUE!
RP23-30C12.4,5.762950091,-0.19907131,0.195074696,-1.020487608,0.307497263,NA,0.871111133
RP23-30D1.1,9.967959331,-0.081144719,0.236799456,-0.342672742,0.731844671,NA,0.945307287
RP23-30D21.1,0,NA,NA,NA,NA,NA,#VALUE!
RP23-30D21.3,3.972333588,0.289373843,0.198799218,1.455608556,0.145500861,NA,1.222109743
RP23-30F6.3,1.284778504,-0.057581925,0.06574313,-0.875862242,0.381104928,NA,0.960873273
RP23-30H7.1,0.119079174,0.013515271,0.062482041,0.216306488,0.828748852,NA,1.00941209
RP23-30H7.2,0.635011383,-0.027847277,0.104094634,-0.267518849,0.789069703,NA,0.980882835
RP23-30H7.3,0,NA,NA,NA,NA,NA,#VALUE!
RP23-30J5.1,0.381460193,0.013515271,0.062482041,0.216306488,0.828748852,NA,1.00941209
RP23-30M20.2,0.255841082,0.026269364,0.062482041,0.420430633,0.674170894,NA,1.018375322
RP23-310B17.2,2.68946331,-0.009337094,0.071015608,-0.131479469,0.895396027,NA,0.993548917
RP23-310C14.1,1.123978426,0.087279121,0.1309595,0.666458874,0.505117842,NA,1.062364704
RP23-310C14.2,0,NA,NA,NA,NA,NA,#VALUE!
RP23-310D3.1,0.12847785,-0.011992916,0.062482041,-0.191941802,0.847787793,NA,0.991721601
RP23-310D3.2,11.28793189,-0.175350643,0.232089088,-0.755531613,0.449930072,NA,0.885552262
RP23-310D9.2,5.055887636,-0.179996293,0.189695466,-0.948869773,0.34268685,NA,0.882705264
RP23-310H3.2,0.510888866,0.001123057,0.072916261,0.01540201,0.98771146,NA,1.000778747
RP23-310H3.4,0.115465469,-0.011992916,0.062482041,-0.191941802,0.847787793,NA,0.991721601
RP23-310J6.2,0.372406447,-0.01479404,0.069250259,-0.213631542,0.8308344,NA,0.989797951
RP23-310J6.3,0.243928596,0.000761178,0.062482041,0.012182343,0.990280137,NA,1.000527747
RP23-310L11.1,0,NA,NA,NA,NA,NA,#VALUE!
RP23-310L8.1,2.417966733,0.085217418,0.181576025,0.46932087,0.6388403,NA,1.060847602
RP23-310N21.2,0.341862172,-0.037501102,0.062482041,-0.600190093,0.548379556,NA,0.974341147
RP23-310N21.3,0,NA,NA,NA,NA,NA,#VALUE!
RP23-310N5.2,3.372127018,-0.168061443,0.201341546,-0.83470822,0.403882012,NA,0.890037826
RP23-310N5.3,0,NA,NA,NA,NA,NA,#VALUE!
RP23-310N7.3,0.110931234,-0.011992916,0.062482041,-0.191941802,0.847787793,NA,0.991721601
RP23-310N7.4,0,NA,NA,NA,NA,NA,#VALUE!
RP23-310N7.5,0.256955701,-0.024747009,0.062482041,-0.396065948,0.692056378,NA,0.982992961
RP23-310P18.5,0.371953311,-0.014727547,0.069097921,-0.213140231,0.831217586,NA,0.989843571
RP23-310P18.8,0,NA,NA,NA,NA,NA,#VALUE!
RP23-311A1.1,0,NA,NA,NA,NA,NA,#VALUE!
RP23-311A20.1,0,NA,NA,NA,NA,NA,#VALUE!
RP23-311A21.2,7.653224358,-0.041550415,0.227234125,-0.182852881,0.854913455,NA,0.97161023
RP23-311B24.3,0,NA,NA,NA,NA,NA,#VALUE!
RP23-311B24.6,0.383493271,0.039023457,0.062482041,0.624554779,0.532263307,NA,1.027418144
RP23-311B24.7,0.383689813,-0.015002131,0.069724655,-0.215162496,0.82964063,NA,0.989655195
RP23-311B8.2,0,NA,NA,NA,NA,NA,#VALUE!
RP23-311B8.3,0.12847785,-0.011992916,0.062482041,-0.191941802,0.847787793,NA,0.991721601
RP23-311C19.3,1.378146466,0.054773009,0.114526968,0.478254248,0.632469256,NA,1.038695664
RP23-311C19.5,6.433166269,0.184697219,0.223907042,0.824883476,0.409437748,NA,1.136578413
RP23-311D24.1,0,NA,NA,NA,NA,NA,#VALUE!
RP23-311F6.7,0,NA,NA,NA,NA,NA,#VALUE!
RP23-311G21.1,0.24347546,0.000761178,0.062482041,0.012182343,0.990280137,NA,1.000527747
RP23-311G21.2,0,NA,NA,NA,NA,NA,#VALUE!
RP23-311G21.3,0.938494119,0.091129387,0.099753793,0.913543081,0.360956987,NA,1.065203731
RP23-311G7.1,2.47716109,-0.042379771,0.185815101,-0.228074955,0.81958797,NA,0.971051845
RP23-311I21.1,2.097117728,0.035739273,0.174229713,0.205127312,0.837472658,NA,1.025081966
RP23-311J12.2,1.131305008,-0.020657987,0.128530398,-0.160724527,0.872310371,NA,0.985783004
RP23-311L17.1,1.02420763,0.04400854,0.110924919,0.396741688,0.691557955,NA,1.030974421
RP23-311O16.1,0,NA,NA,NA,NA,NA,#VALUE!
RP23-311O16.2,0,NA,NA,NA,NA,NA,#VALUE!
RP23-311O20.1,0.718156093,-0.033772147,0.093826432,-0.359942777,0.718889926,NA,0.976862798
RP23-311O20.2,1.176928884,-0.051556078,0.099467614,-0.518320242,0.604234852,NA,0.964895041
RP23-311P8.1,4.311149957,-0.0143112,0.145384178,-0.098437119,0.921585201,NA,0.990129271
RP23-312A24.1,0.110931234,-0.011992916,0.062482041,-0.191941802,0.847787793,NA,0.991721601
RP23-312A24.2,0,NA,NA,NA,NA,NA,#VALUE!
RP23-312A24.3,0.502930247,0.071426039,0.074295037,0.961383724,0.336359265,NA,1.050754794
RP23-312B13.1,0.535132502,0.000565695,0.062731291,0.009017752,0.992804972,NA,1.000392187
RP23-312B17.1,0.110931234,-0.011992916,0.062482041,-0.191941802,0.847787793,NA,0.991721601
RP23-312B17.2,1.039934365,-0.00658057,0.134484205,-0.048931919,0.960973552,NA,0.995449083
RP23-312B17.3,0.644858428,0.084341267,0.0788784,1.069256823,0.284953961,NA,1.060203543
RP23-312D15.4,0.115465469,-0.011992916,0.062482041,-0.191941802,0.847787793,NA,0.991721601
RP23-312D15.5,0.238941226,0.000761178,0.062482041,0.012182343,0.990280137,NA,1.000527747
RP23-312D19.1,0.768637865,0.028501972,0.080177369,0.355486499,0.722225157,NA,1.019952504
RP23-312E2.1,0.132997362,0.013515271,0.062482041,0.216306488,0.828748852,NA,1.00941209
RP23-312H15.11,1.241750742,0.044035229,0.086665401,0.508106215,0.611378857,NA,1.030993494
RP23-312H15.2,1.143051929,0.153969887,0.138036508,1.115428732,0.264666743,NA,1.112626897
RP23-312H15.3,0.655816355,-0.022284334,0.091651318,-0.243142539,0.807894978,NA,0.984672359
RP23-312H15.4,0.12847785,-0.011992916,0.062482041,-0.191941802,0.847787793,NA,0.991721601
RP23-312H15.9,0,NA,NA,NA,NA,NA,#VALUE!
RP23-312I2.1,1.601757299,0.010622432,0.156306854,0.06795884,0.9458184,NA,1.007390082
RP23-312I2.3,0.110931234,-0.011992916,0.062482041,-0.191941802,0.847787793,NA,0.991721601
RP23-312I2.4,0,NA,NA,NA,NA,NA,#VALUE!
RP23-312I2.5,0,NA,NA,NA,NA,NA,#VALUE!
RP23-312I2.6,3.676411055,0.11057724,0.188793472,0.585704784,0.558073919,NA,1.079660135
RP23-312I2.7,0,NA,NA,NA,NA,NA,#VALUE!
RP23-312I2.8,0,NA,NA,NA,NA,NA,#VALUE!
RP23-312J1.1,2.616033493,0.09436238,0.168843841,0.558873686,0.576247929,NA,1.067593465
RP23-312J2.2,0,NA,NA,NA,NA,NA,#VALUE!
RP23-312J2.3,0.234544642,0.000761178,0.062482041,0.012182343,0.990280137,NA,1.000527747
RP23-312J21.2,0,NA,NA,NA,NA,NA,#VALUE!
RP23-312N12.1,0.766411163,0.044015783,0.094268155,0.466921015,0.640556389,NA,1.030979597
RP23-312N12.2,0.614797199,-0.02143805,0.091146095,-0.235205362,0.814049344,NA,0.985250137
RP23-312P22.1,0,NA,NA,NA,NA,NA,#VALUE!
RP23-312P22.2,0,NA,NA,NA,NA,NA,#VALUE!
RP23-313A10.1,0,NA,NA,NA,NA,NA,#VALUE!
RP23-313A10.2,0,NA,NA,NA,NA,NA,#VALUE!
RP23-313A10.3,0,NA,NA,NA,NA,NA,#VALUE!
RP23-313A2.3,0,NA,NA,NA,NA,NA,#VALUE!
RP23-313D12.3,0.524835115,0.034667137,0.073660627,0.470633197,0.637902697,NA,1.024320461
RP23-313D12.4,1.737771062,0.11719839,0.15948346,0.734862352,0.462423329,NA,1.08462655
RP23-313E11.1,0,NA,NA,NA,NA,NA,#VALUE!
RP23-313E11.2,0.115465469,-0.011992916,0.062482041,-0.191941802,0.847787793,NA,0.991721601
RP23-313E11.3,0,NA,NA,NA,NA,NA,#VALUE!
RP23-313E11.4,0,NA,NA,NA,NA,NA,#VALUE!
RP23-313E11.5,0,NA,NA,NA,NA,NA,#VALUE!
RP23-313F5.1,0.516848436,0.072463772,0.074581346,0.971607196,0.331246001,NA,1.051510876
RP23-313F5.2,0,NA,NA,NA,NA,NA,#VALUE!
RP23-313F7.2,0.234544642,0.000761178,0.062482041,0.012182343,0.990280137,NA,1.000527747
RP23-313F7.4,0.982791874,0.005728518,0.124559973,0.04599004,0.963318189,NA,1.0039786
RP23-313F7.6,0,NA,NA,NA,NA,NA,#VALUE!
RP23-313F7.7,0,NA,NA,NA,NA,NA,#VALUE!
RP23-313F7.8,0,NA,NA,NA,NA,NA,#VALUE!
RP23-313G19.1,0.894118692,0.015757133,0.108957871,0.14461675,0.885013472,NA,1.010981875
RP23-313I15.1,0.221862468,-0.024747009,0.062482041,-0.396065948,0.692056378,NA,0.982992961
RP23-313I15.2,0,NA,NA,NA,NA,NA,#VALUE!
RP23-313I4.3,15.57601757,-0.160923709,0.236411734,-0.680692561,0.496066044,NA,0.8944522
RP23-313J14.5,8.328879305,0.099691164,0.223622145,0.445801841,0.655740392,NA,1.071544054
RP23-313J14.6,7.809302057,0.273770252,0.223224439,1.226434945,0.220035043,NA,1.208963134
RP23-313J14.7,2.390351006,-0.188053112,0.164413136,-1.143783986,0.252713233,NA,0.877789482
RP23-313J15.11,0.115465469,-0.011992916,0.062482041,-0.191941802,0.847787793,NA,0.991721601
RP23-313J15.16,0.255841082,0.026269364,0.062482041,0.420430633,0.674170894,NA,1.018375322
RP23-313J15.17,5.404679182,-0.075755139,0.172542394,-0.43905232,0.660623627,NA,0.948845344
RP23-313J15.2,0,NA,NA,NA,NA,NA,#VALUE!
RP23-313J15.4,0,NA,NA,NA,NA,NA,#VALUE!
RP23-313K17.2,0.407532425,-0.011992916,0.062482041,-0.191941802,0.847787793,NA,0.991721601
RP23-313K8.2,3.039049503,0.239536168,0.172657373,1.387349775,0.165335132,NA,1.180613029
RP23-313O9.1,9.460718403,0.07248894,0.215038159,0.33709803,0.736043002,NA,1.05152922
RP23-313P23.4,0.469089285,0.000680858,0.0626005,0.010876244,0.991322184,NA,1.000472046
RP23-314A15.3,0,NA,NA,NA,NA,NA,#VALUE!
RP23-314A15.4,0,NA,NA,NA,NA,NA,#VALUE!
RP23-314A15.5,7.449578112,-0.154013281,0.229462189,-0.671192414,0.50209796,NA,0.898746853
RP23-314A15.6,0,NA,NA,NA,NA,NA,#VALUE!
RP23-314A15.7,0,NA,NA,NA,NA,NA,#VALUE!
RP23-314A15.8,0.500237537,0.002205132,0.087357494,0.025242617,0.979861444,NA,1.00152965
RP23-314B7.1,0.487225155,0.003208371,0.086881528,0.036928113,0.970542324,NA,1.002226348
RP23-314B7.2,0.25884039,0.000761178,0.062482041,0.012182343,0.990280137,NA,1.000527747
RP23-314C7.1,0,NA,NA,NA,NA,NA,#VALUE!
RP23-314D24.2,0,NA,NA,NA,NA,NA,#VALUE!
RP23-314E23.2,13.33699517,-0.046929301,0.233265665,-0.201183921,0.840554764,NA,0.967994462
RP23-314E8.1,0,NA,NA,NA,NA,NA,#VALUE!
RP23-314H11.1,0.279522433,-0.024747009,0.062482041,-0.396065948,0.692056378,NA,0.982992961
RP23-314I1.1,0.511699805,0.00221881,0.087660481,0.025311407,0.979806575,NA,1.001539145
RP23-314K19.1,12.0763487,0.10719492,0.219426703,0.488522675,0.625179668,NA,1.077131896
RP23-314M6.1,2.175302212,0.058665366,0.150070736,0.390918093,0.69585778,NA,1.041501824
RP23-314N18.1,1.85499453,0.001841834,0.125400316,0.014687633,0.988281386,NA,1.001277477
RP23-314N18.2,0,NA,NA,NA,NA,NA,#VALUE!
RP23-314N18.3,0,NA,NA,NA,NA,NA,#VALUE!
RP23-314N18.4,1.042212601,-0.123518623,0.107462438,-1.149412065,0.250386107,NA,0.917946118
RP23-314N18.5,0,NA,NA,NA,NA,NA,#VALUE!
RP23-314N3.1,10.31443527,0.095663922,0.208698299,0.458383813,0.646676719,NA,1.06855704
RP23-314N8.1,0,NA,NA,NA,NA,NA,#VALUE!
RP23-314O1.1,2.172068028,0.212406033,0.178841367,1.187678425,0.234960127,NA,1.158618843
RP23-315C11.2,0.631229196,0.070599715,0.093360182,0.756207988,0.449524504,NA,1.050153132
RP23-315C11.3,0.139761217,-0.011992916,0.062482041,-0.191941802,0.847787793,NA,0.991721601
RP23-315C11.5,1.291386161,0.079101955,0.119922943,0.659606524,0.509506367,NA,1.056360276
RP23-315C11.6,0.964986211,-0.044638865,0.116541292,-0.383030461,0.701697179,NA,0.96953248
RP23-315C15.1,0,NA,NA,NA,NA,NA,#VALUE!
RP23-315E2.1,1.095348751,-0.024800295,0.128899226,-0.192400647,0.847428385,NA,0.982956655
RP23-315E20.1,10.12823287,-0.402969181,0.221862085,-1.816304848,0.069323622,NA,0.756300155
RP23-315F17.1,0.3957812,0.013515271,0.062482041,0.216306488,0.828748852,NA,1.00941209
RP23-315F2.1,0,NA,NA,NA,NA,NA,#VALUE!
RP23-315F2.2,0,NA,NA,NA,NA,NA,#VALUE!
RP23-315F2.3,0,NA,NA,NA,NA,NA,#VALUE!
RP23-315F23.1,2.230290691,-0.036090562,0.156887135,-0.230041563,0.818059473,NA,0.975294238
RP23-315F3.3,5.333697442,0.190739381,0.210489016,0.90617261,0.364844498,NA,1.141348507
RP23-315F3.4,2.422287935,0.200955729,0.165615449,1.213387581,0.224981672,NA,1.149459575
RP23-315F3.5,1.157538583,-0.075481751,0.098881925,-0.763352361,0.445253283,NA,0.949025166
RP23-315F3.6,0.634543525,0.023901381,0.091714777,0.260605562,0.7943967,NA,1.016705171
RP23-315H12.7,4.63313786,0.034033658,0.198848172,0.171153989,0.864102685,NA,1.023870787
RP23-315H8.1,0,NA,NA,NA,NA,NA,#VALUE!
RP23-315I4.2,18.9228831,-0.219231316,0.236947824,-0.925230337,0.354846106,NA,0.859023012
RP23-315I4.3,0.132997362,0.013515271,0.062482041,0.216306488,0.828748852,NA,1.00941209
RP23-315J23.1,0,NA,NA,NA,NA,NA,#VALUE!
RP23-315J23.2,0.12783109,0.013515271,0.062482041,0.216306488,0.828748852,NA,1.00941209
RP23-315J23.3,0.367419076,-0.014691716,0.069015679,-0.21287505,0.831424423,NA,0.989868155
RP23-315J23.4,0,NA,NA,NA,NA,NA,#VALUE!
RP23-316A19.2,0,NA,NA,NA,NA,NA,#VALUE!
RP23-316A19.6,0.900293925,-0.019598027,0.096180302,-0.203763421,0.838538379,NA,0.986507533
RP23-316A19.7,9.835016121,0.083314709,0.235228796,0.354185843,0.723199613,NA,1.059449418
RP23-316B4.1,4.780932648,0.011084961,0.219257611,0.050556788,0.959678697,NA,1.007713103
RP23-316C11.2,0,NA,NA,NA,NA,NA,#VALUE!
RP23-316C11.3,0,NA,NA,NA,NA,NA,#VALUE!
RP23-316C11.4,0,NA,NA,NA,NA,NA,#VALUE!
RP23-316C11.7,2.103097617,-0.126885587,0.169588598,-0.748196452,0.454341671,NA,0.915806311
RP23-316D8.2,0.499784401,0.001605929,0.087271734,0.018401475,0.985318576,NA,1.001113765
RP23-316F10.1,0.12783109,0.013515271,0.062482041,0.216306488,0.828748852,NA,1.00941209
RP23-316F10.2,0,NA,NA,NA,NA,NA,#VALUE!
RP23-316F10.4,0,NA,NA,NA,NA,NA,#VALUE!
RP23-316F10.6,0.371953311,-0.014727547,0.069097921,-0.213140231,0.831217586,NA,0.989843571
RP23-316G7.2,0.996134464,-0.039793582,0.113859462,-0.349497363,0.72671595,NA,0.972794123
RP23-316J6.2,0,NA,NA,NA,NA,NA,#VALUE!
RP23-316J6.4,1.389871628,-0.031182401,0.156533019,-0.199206536,0.842101187,NA,0.978617916
RP23-316J6.5,1.436280973,-0.022381173,0.116267843,-0.192496671,0.847353175,NA,0.984606267
RP23-316K10.1,2.246591721,0.000551643,0.166693618,0.003309325,0.997359546,NA,1.000382443
RP23-316L10.2,5.163905509,0.101836037,0.211301301,0.481947042,0.629843567,NA,1.073138317
RP23-316M11.10,7.469483705,0.292876935,0.230065849,1.273013511,0.203013247,NA,1.225080825
RP23-316M14.2,1.20528638,-0.040688179,0.133694188,-0.304337682,0.76087064,NA,0.972191092
RP23-316M14.3,0.743245139,0.06075206,0.108823448,0.558262589,0.576665087,NA,1.043009327
RP23-316M14.6,14.21622029,0.043448479,0.230600556,0.188414457,0.850551767,NA,1.03057427
RP23-316M14.9,5.676302172,0.114846743,0.222407598,0.516379586,0.605589321,NA,1.082860008
RP23-316N16.4,0,NA,NA,NA,NA,NA,#VALUE!
RP23-316N16.8,0,NA,NA,NA,NA,NA,#VALUE!
RP23-316O20.1,0,NA,NA,NA,NA,NA,#VALUE!
RP23-316P20.1,0.265994724,0.026269364,0.062482041,0.420430633,0.674170894,NA,1.018375322
RP23-317B21.2,2.784560295,0.22770337,0.178231202,1.277572989,0.20140003,NA,1.170969395
RP23-317B21.3,1.567907965,0.005014296,0.14952477,0.033534887,0.973248046,NA,1.003481692
RP23-317B21.4,0.115465469,-0.011992916,0.062482041,-0.191941802,0.847787793,NA,0.991721601
RP23-317B9.1,0.776448095,-0.026938399,0.080277231,-0.335567118,0.737197323,NA,0.981500972
RP23-317E13.1,0,NA,NA,NA,NA,NA,#VALUE!
RP23-317E13.4,0.746727029,-0.088392145,0.098188685,-0.900227404,0.367999246,NA,0.940570412
RP23-317E13.5,0,NA,NA,NA,NA,NA,#VALUE!
RP23-317F9.2,8.389721735,-0.086663543,0.225719832,-0.38394297,0.701020717,NA,0.941698056
RP23-317F9.4,0.265994724,0.026269364,0.062482041,0.420430633,0.674170894,NA,1.018375322
RP23-317F9.7,0.247089165,0.026269364,0.062482041,0.420430633,0.674170894,NA,1.018375322
RP23-317H14.1,3.233782945,-0.027056853,0.157713679,-0.171556796,0.863785976,NA,0.981420388
RP23-317I8.1,7.463092552,-0.347772645,0.229294364,-1.516708209,0.129340371,NA,0.785796341
RP23-317I8.2,0.139761217,-0.011992916,0.062482041,-0.191941802,0.847787793,NA,0.991721601
RP23-317I8.3,0,NA,NA,NA,NA,NA,#VALUE!
RP23-317L18.1,0.645794145,0.02313698,0.091412507,0.253105191,0.800186927,NA,1.016166621
RP23-317L18.3,2.251987594,0.132928445,0.15851194,0.838602097,0.401692634,NA,1.096517202
RP23-317L18.4,3.613183504,0.023931336,0.177347003,0.13494074,0.892658728,NA,1.016726282
RP23-317M11.4,2.895017555,-0.065327896,0.186624829,-0.350049327,0.726301679,NA,0.955728075
RP23-317M11.9,1.309362657,-0.014898229,0.118854325,-0.125348646,0.900247542,NA,0.989726472
RP23-317M2.1,0.110931234,-0.011992916,0.062482041,-0.191941802,0.847787793,NA,0.991721601
RP23-317M2.2,0.234544642,0.000761178,0.062482041,0.012182343,0.990280137,NA,1.000527747
RP23-317M3.1,5.539993619,0.03843834,0.1978943,0.19423672,0.845990532,NA,1.027001536
RP23-317M3.2,0.256019983,0.026269364,0.062482041,0.420430633,0.674170894,NA,1.018375322
RP23-317N1.2,3.507892771,-0.014443545,0.134450625,-0.107426389,0.91445072,NA,0.990038446
RP23-317N1.7,1.535743256,0.003153354,0.146472597,0.021528626,0.982823969,NA,1.002188129
RP23-317N1.8,2.225084554,-0.099507406,0.179079878,-0.555659338,0.578443759,NA,0.933351621
RP23-317N11.1,20.45473674,-0.044969131,0.236714487,-0.189972029,0.849331049,NA,0.969310557
RP23-317N11.6,0,NA,NA,NA,NA,NA,#VALUE!
RP23-318B18.1,0.618848852,0.095860888,0.105301123,0.910350097,0.362637906,NA,1.068702936
RP23-318B18.2,1.160430601,0.049688007,0.10148697,0.489599871,0.624417068,NA,1.035041065
RP23-318D14.1,1.34411373,-0.126582331,0.142368731,-0.889116102,0.373940686,NA,0.915998835
RP23-318H20.2,0.128009992,0.013515271,0.062482041,0.216306488,0.828748852,NA,1.00941209
RP23-318H20.3,6.700396508,-0.17742889,0.220064521,-0.806258497,0.420093816,NA,0.884277515
RP23-318H22.1,0,NA,NA,NA,NA,NA,#VALUE!
RP23-318I19.1,1.521334064,-0.038326181,0.126128708,-0.303865639,0.761230257,NA,0.97378408
RP23-318I19.2,7.492865063,0.144816919,0.233805245,0.619391233,0.535658655,NA,1.105590343
RP23-318J20.2,0,NA,NA,NA,NA,NA,#VALUE!
RP23-318K2.1,0,NA,NA,NA,NA,NA,#VALUE!
RP23-318K2.2,0.12783109,0.013515271,0.062482041,0.216306488,0.828748852,NA,1.00941209
RP23-318L10.1,0.12783109,0.013515271,0.062482041,0.216306488,0.828748852,NA,1.00941209
