GeneID,Base Mean,log2(FC),stdError,Wald stats,Pval,AdjP,% WT
RP23-318O24.1,1.298063187,0.035615734,0.114895526,0.309983649,0.75657339,NA,1.024994192
RP23-318O7.2,0.139761217,-0.011992916,0.062482041,-0.191941802,0.847787793,NA,0.991721601
RP23-318O7.3,0.238762324,0.000761178,0.062482041,0.012182343,0.990280137,NA,1.000527747
RP23-318O7.5,0.386850382,0.017014996,0.069943008,0.243269434,0.807796682,NA,1.011863719
RP23-318P2.1,0,NA,NA,NA,NA,NA,#VALUE!
RP23-319B15.4,0.132997362,0.013515271,0.062482041,0.216306488,0.828748852,NA,1.00941209
RP23-319B15.6,1.268425184,0.005607309,0.135045697,0.041521569,0.966880099,NA,1.003894253
RP23-319B15.9,2.77689294,0.110529291,0.187247971,0.590282986,0.555000944,NA,1.079624253
RP23-319C8.1,0,NA,NA,NA,NA,NA,#VALUE!
RP23-319C8.2,0,NA,NA,NA,NA,NA,#VALUE!
RP23-319C8.4,0,NA,NA,NA,NA,NA,#VALUE!
RP23-319D11.1,3.903532873,0.121888939,0.12007927,1.015070615,0.310072168,NA,1.08815867
RP23-319D22.1,0,NA,NA,NA,NA,NA,#VALUE!
RP23-319E24.1,0.110931234,-0.011992916,0.062482041,-0.191941802,0.847787793,NA,0.991721601
RP23-319E24.2,0,NA,NA,NA,NA,NA,#VALUE!
RP23-319G15.1,6.553780755,0.004813244,0.229441525,0.020978086,0.983263136,NA,1.003341858
RP23-319J10.1,0,NA,NA,NA,NA,NA,#VALUE!
RP23-319M16.1,0.784908602,0.053692548,0.109429945,0.490656812,0.623669197,NA,1.037918057
RP23-319M19.1,0,NA,NA,NA,NA,NA,#VALUE!
RP23-319N14.1,0,NA,NA,NA,NA,NA,#VALUE!
RP23-319N7.2,0.128009992,0.013515271,0.062482041,0.216306488,0.828748852,NA,1.00941209
RP23-319O9.2,0.128009992,0.013515271,0.062482041,0.216306488,0.828748852,NA,1.00941209
RP23-319O9.6,1.053615527,-0.034484291,0.099826751,-0.34544138,0.729762573,NA,0.976380718
RP23-319P12.1,10.22114865,0.047695789,0.228681532,0.208568607,0.834785019,NA,1.033612762
RP23-319P12.2,3.908415646,0.120131395,0.200581239,0.598916407,0.54922863,NA,1.086833843
RP23-319P12.3,6.16672118,-0.002642702,0.21918084,-0.012057176,0.990379998,NA,0.998169895
RP23-319P12.4,5.137556628,-0.226132303,0.197489726,-1.145033253,0.252195383,NA,0.854923773
RP23-319P12.5,1.688786321,0.161165019,0.144449214,1.115720988,0.264541584,NA,1.118189745
RP23-319P12.6,2.268498327,0.106945816,0.143566029,0.744924251,0.456317514,NA,1.076945928
RP23-31A20.1,0,NA,NA,NA,NA,NA,#VALUE!
RP23-31A20.2,0.635766349,0.023998836,0.091728911,0.261627826,0.793608389,NA,1.016773853
RP23-31A20.4,0,NA,NA,NA,NA,NA,#VALUE!
RP23-31C10.2,1.633168187,-0.02825252,0.165921575,-0.170276347,0.864792812,NA,0.98060735
RP23-31C10.3,0,NA,NA,NA,NA,NA,#VALUE!
RP23-31C10.4,1.933728014,-0.063370312,0.143842565,-0.440553265,0.659536443,NA,0.957025777
RP23-31C13.2,0,NA,NA,NA,NA,NA,#VALUE!
RP23-31C9.5,0.247089165,0.026269364,0.062482041,0.420430633,0.674170894,NA,1.018375322
RP23-31C9.6,0,NA,NA,NA,NA,NA,#VALUE!
RP23-31D7.1,1.180722165,-0.064693363,0.118265267,-0.547019123,0.584365595,NA,0.95614852
RP23-31H15.2,1.362755474,0.035830778,0.147009344,0.243731295,0.807438934,NA,1.025146985
RP23-31H15.3,0.465805788,-0.066790241,0.073291135,-0.911300408,0.362137111,NA,0.95475982
RP23-31H15.4,0.139761217,-0.011992916,0.062482041,-0.191941802,0.847787793,NA,0.991721601
RP23-31I2.1,0.139761217,-0.011992916,0.062482041,-0.191941802,0.847787793,NA,0.991721601
RP23-31I2.2,0,NA,NA,NA,NA,NA,#VALUE!
RP23-31I2.3,0,NA,NA,NA,NA,NA,#VALUE!
RP23-31I2.4,6.031860529,0.190309843,0.227665116,0.835920082,0.403199864,NA,1.14100874
RP23-31I2.5,0,NA,NA,NA,NA,NA,#VALUE!
RP23-31J24.2,5.076704642,0.069960959,0.207569084,0.337049033,0.736079938,NA,1.049688277
RP23-31K14.3,1.3967726,0.032198693,0.06854256,0.469762037,0.63852504,NA,1.022569353
RP23-31L10.2,0,NA,NA,NA,NA,NA,#VALUE!
RP23-31L10.4,6.49907878,0.103494253,0.229111696,0.45171964,0.651470968,NA,1.074372478
RP23-31L20.1,0,NA,NA,NA,NA,NA,#VALUE!
RP23-31N7.1,0,NA,NA,NA,NA,NA,#VALUE!
RP23-31N7.2,0,NA,NA,NA,NA,NA,#VALUE!
RP23-31N7.3,0,NA,NA,NA,NA,NA,#VALUE!
RP23-31O16.1,0.768924972,0.14815749,0.10274039,1.442056913,0.149286319,NA,1.108153312
RP23-31O23.2,1.190050146,-0.019458235,0.113900699,-0.170835084,0.864353442,NA,0.986603127
RP23-31O23.3,3.286515743,0.128323863,0.185683039,0.691090921,0.489508405,NA,1.093023078
RP23-31O23.5,3.305258161,0.025270864,0.1686824,0.149813284,0.880911929,NA,1.017670741
RP23-31O3.1,0,NA,NA,NA,NA,NA,#VALUE!
RP23-31P9.2,0,NA,NA,NA,NA,NA,#VALUE!
RP23-320A6.2,0,NA,NA,NA,NA,NA,#VALUE!
RP23-320A6.3,0.256019983,0.026269364,0.062482041,0.420430633,0.674170894,NA,1.018375322
RP23-320A6.4,0,NA,NA,NA,NA,NA,#VALUE!
RP23-320B10.2,8.810436655,-0.294656318,0.232876174,-1.265291823,0.205766737,NA,0.815266524
RP23-320B19.1,2.741160531,0.194831233,0.180417972,1.079888162,0.280191985,NA,1.144590258
RP23-320B19.2,1.471655863,-0.037765416,0.139312784,-0.271083634,0.786326709,NA,0.974162656
RP23-320B19.3,0.350340319,-0.037501102,0.062482041,-0.600190093,0.548379556,NA,0.974341147
RP23-320B19.4,0.350340319,-0.037501102,0.062482041,-0.600190093,0.548379556,NA,0.974341147
RP23-320B4.2,0,NA,NA,NA,NA,NA,#VALUE!
RP23-320E20.2,0.12847785,-0.011992916,0.062482041,-0.191941802,0.847787793,NA,0.991721601
RP23-320E6.10,0,NA,NA,NA,NA,NA,#VALUE!
RP23-320E6.11,0,NA,NA,NA,NA,NA,#VALUE!
RP23-320E6.5,4.151262447,0.086773492,0.197206716,0.440012867,0.659927788,NA,1.061992437
RP23-320E6.9,2.172233593,0.062689548,0.151131787,0.414800549,0.678287918,NA,1.044410993
RP23-320F19.1,0,NA,NA,NA,NA,NA,#VALUE!
RP23-320F19.2,2.712608404,-0.0367806,0.173317451,-0.212215214,0.831939138,NA,0.974827868
RP23-320F5.1,0.110931234,-0.011992916,0.062482041,-0.191941802,0.847787793,NA,0.991721601
RP23-320F5.3,0,NA,NA,NA,NA,NA,#VALUE!
RP23-320H13.1,0,NA,NA,NA,NA,NA,#VALUE!
RP23-320H13.2,0,NA,NA,NA,NA,NA,#VALUE!
RP23-320H13.3,0,NA,NA,NA,NA,NA,#VALUE!
RP23-320H13.4,0,NA,NA,NA,NA,NA,#VALUE!
RP23-320H13.5,0,NA,NA,NA,NA,NA,#VALUE!
RP23-320H14.1,0.12783109,0.013515271,0.062482041,0.216306488,0.828748852,NA,1.00941209
RP23-320H14.2,0,NA,NA,NA,NA,NA,#VALUE!
RP23-320I1.1,0,NA,NA,NA,NA,NA,#VALUE!
RP23-320I1.2,0,NA,NA,NA,NA,NA,#VALUE!
RP23-320I1.3,0,NA,NA,NA,NA,NA,#VALUE!
RP23-320I11.1,0,NA,NA,NA,NA,NA,#VALUE!
RP23-320I11.10,19.65094993,0.21624049,0.233819847,0.924816662,0.355061282,NA,1.161702366
RP23-320I11.11,0.755185684,0.096594717,0.084098517,1.148590017,0.250725075,NA,1.069246672
RP23-320I11.4,0,NA,NA,NA,NA,NA,#VALUE!
RP23-320I11.5,0.756546478,0.002902345,0.09444562,0.030730334,0.9754846,NA,1.002013777
RP23-320I11.6,0,NA,NA,NA,NA,NA,#VALUE!
RP23-320I11.7,0,NA,NA,NA,NA,NA,#VALUE!
RP23-320I11.8,0,NA,NA,NA,NA,NA,#VALUE!
RP23-320I18.1,0,NA,NA,NA,NA,NA,#VALUE!
RP23-320I7.3,0.619495612,0.032596222,0.103997582,0.313432497,0.753952098,NA,1.022851156
RP23-320N1.1,0.991255299,0.064948759,0.128238185,0.506469731,0.612526933,NA,1.046047786
RP23-320N1.2,9.117902335,0.000366168,0.23256604,0.001574471,0.998743755,NA,1.000253841
RP23-320N24.1,1.169139882,0.070047171,0.072155722,0.970777764,0.331658958,NA,1.049751006
RP23-320O16.1,0,NA,NA,NA,NA,NA,#VALUE!
RP23-320O9.1,0,NA,NA,NA,NA,NA,#VALUE!
RP23-320O9.3,0,NA,NA,NA,NA,NA,#VALUE!
RP23-320P13.1,0.354227793,-0.014421472,0.068391906,-0.210865187,0.83299247,NA,0.990053593
RP23-321A12.2,2.395027475,0.149727387,0.183804168,0.814602782,0.415299718,NA,1.109359826
RP23-321B15.1,0.36615792,-0.046026154,0.069078867,-0.666284144,0.505229498,NA,0.96860063
RP23-321B15.2,1.29550851,0.08096527,0.120982656,0.669230385,0.503348526,NA,1.0577255
RP23-321B15.3,0,NA,NA,NA,NA,NA,#VALUE!
RP23-321B15.4,0.221862468,-0.024747009,0.062482041,-0.396065948,0.692056378,NA,0.982992961
RP23-321B23.2,0,NA,NA,NA,NA,NA,#VALUE!
RP23-321B3.8,0.880056513,0.014377839,0.096104386,0.149606479,0.881075096,NA,1.010015784
RP23-321C24.2,1.23997441,-0.110611776,0.139113563,-0.795118559,0.42654454,NA,0.926195225
RP23-321C24.4,0,NA,NA,NA,NA,NA,#VALUE!
RP23-321E5.1,0,NA,NA,NA,NA,NA,#VALUE!
RP23-321F8.5,0,NA,NA,NA,NA,NA,#VALUE!
RP23-321G17.10,0.645326286,0.071652261,0.093555583,0.765879043,0.443748277,NA,1.050919571
RP23-321G17.2,3.189190668,-0.053860863,0.182972009,-0.294366684,0.768477722,NA,0.963354797
RP23-321G17.8,2.278738415,0.009221075,0.168391723,0.054759667,0.956329933,NA,1.006412032
RP23-321G17.9,5.046432765,0.081695838,0.210599644,0.387920113,0.698075153,NA,1.058261259
RP23-321H9.2,5.141836688,0.107122359,0.117956535,0.908151116,0.363798387,NA,1.077077722
RP23-321K1.1,0,NA,NA,NA,NA,NA,#VALUE!
RP23-321K1.3,0.132997362,0.013515271,0.062482041,0.216306488,0.828748852,NA,1.00941209
RP23-321K16.1,0,NA,NA,NA,NA,NA,#VALUE!
RP23-321L15.1,0.358762028,-0.011992916,0.062482041,-0.191941802,0.847787793,NA,0.991721601
RP23-321M11.3,0,NA,NA,NA,NA,NA,#VALUE!
RP23-321M11.5,0,NA,NA,NA,NA,NA,#VALUE!
RP23-321M16.1,0.619963471,-0.020799722,0.091390396,-0.22759199,0.819963448,NA,0.985686162
RP23-321M22.2,10.6775887,-0.059353622,0.214826375,-0.276286475,0.782328043,NA,0.959694
RP23-321M9.3,0,NA,NA,NA,NA,NA,#VALUE!
RP23-321N21.1,0.758803693,-0.000253273,0.107769196,-0.002350147,0.998124856,NA,0.99982446
RP23-321N21.2,3.128097638,-0.007725187,0.181856718,-0.042479524,0.966116435,NA,0.994659619
RP23-321N22.11,5.640977673,-0.025619571,0.208810297,-0.122693047,0.90235017,NA,0.982398613
RP23-321N22.13,0.12847785,-0.011992916,0.062482041,-0.191941802,0.847787793,NA,0.991721601
RP23-321N22.4,0.461861875,-0.048536239,0.062582218,-0.775559586,0.43800907,NA,0.966916867
RP23-321N22.8,0,NA,NA,NA,NA,NA,#VALUE!
RP23-322A15.4,0,NA,NA,NA,NA,NA,#VALUE!
RP23-322A5.1,0.48585149,0.051568658,0.087266852,0.590930649,0.554566889,NA,1.036391191
RP23-322C16.1,0,NA,NA,NA,NA,NA,#VALUE!
RP23-322C16.2,0.12847785,-0.011992916,0.062482041,-0.191941802,0.847787793,NA,0.991721601
RP23-322E14.1,0,NA,NA,NA,NA,NA,#VALUE!
RP23-322E20.4,0,NA,NA,NA,NA,NA,#VALUE!
RP23-322E20.6,7.146222585,-0.080153851,0.229713437,-0.348929748,0.727142052,NA,0.945956763
RP23-322E20.7,0.110931234,-0.011992916,0.062482041,-0.191941802,0.847787793,NA,0.991721601
RP23-322E20.8,1.129916619,0.102386072,0.142488751,0.718555472,0.472414857,NA,1.073547534
RP23-322E20.9,0,NA,NA,NA,NA,NA,#VALUE!
RP23-322E23.1,3.487609902,0.138784275,0.191778147,0.723670957,0.469267768,NA,1.100976958
RP23-322E23.3,0.898049582,0.059111983,0.100515519,0.588088123,0.556473145,NA,1.041824293
RP23-322E23.4,1.120006919,0.035747709,0.131431901,0.271986546,0.785632364,NA,1.02508796
RP23-322E23.5,3.789733253,0.012101092,0.199985255,0.060509921,0.951749514,NA,1.008423114
RP23-322E23.7,4.037984888,0.057318959,0.209208863,0.273979591,0.784100306,NA,1.040530287
RP23-322G1.3,0.132997362,0.013515271,0.062482041,0.216306488,0.828748852,NA,1.00941209
RP23-322G17.3,0.977789781,0.066000417,0.128320253,0.514341384,0.607013333,NA,1.046810584
RP23-322G4.1,3.30365438,-0.088360166,0.188783252,-0.468050872,0.63974821,NA,0.940591262
RP23-322G4.2,0.64654911,0.047668353,0.076989592,0.61915321,0.535815432,NA,1.033593107
RP23-322G4.3,0.494167911,-0.047226437,0.087501718,-0.539720116,0.589390065,NA,0.967795115
RP23-322G9.2,0,NA,NA,NA,NA,NA,#VALUE!
RP23-322G9.3,0,NA,NA,NA,NA,NA,#VALUE!
RP23-322I5.1,0,NA,NA,NA,NA,NA,#VALUE!
RP23-322I5.2,1.138409489,0.027815019,0.131155053,0.212077374,0.832046671,NA,1.01946696
RP23-322I5.3,0,NA,NA,NA,NA,NA,#VALUE!
RP23-322J11.2,0,NA,NA,NA,NA,NA,#VALUE!
RP23-322J11.3,0.128009992,0.013515271,0.062482041,0.216306488,0.828748852,NA,1.00941209
RP23-322K15.2,4.591636059,-0.052968182,0.217329703,-0.243722698,0.807445593,NA,0.963951067
RP23-322K17.1,0,NA,NA,NA,NA,NA,#VALUE!
RP23-322K17.3,0,NA,NA,NA,NA,NA,#VALUE!
RP23-322K21.2,0,NA,NA,NA,NA,NA,#VALUE!
RP23-322K21.3,0,NA,NA,NA,NA,NA,#VALUE!
RP23-322L22.1,0.128009992,0.013515271,0.062482041,0.216306488,0.828748852,NA,1.00941209
RP23-322L22.3,0,NA,NA,NA,NA,NA,#VALUE!
RP23-322L22.4,0,NA,NA,NA,NA,NA,#VALUE!
RP23-322M5.2,8.398680257,0.151287319,0.231930939,0.652294687,0.514211087,NA,1.110559984
RP23-322M5.3,0.637480176,0.050999436,0.077780513,0.655683969,0.512027486,NA,1.035982358
RP23-322M6.1,0,NA,NA,NA,NA,NA,#VALUE!
RP23-322M6.2,1.517251963,0.04709628,0.087875995,0.535940221,0.591999866,NA,1.033183336
RP23-322M7.1,0.132997362,0.013515271,0.062482041,0.216306488,0.828748852,NA,1.00941209
RP23-322O24.1,0,NA,NA,NA,NA,NA,#VALUE!
RP23-322O24.2,0,NA,NA,NA,NA,NA,#VALUE!
RP23-322O24.3,0,NA,NA,NA,NA,NA,#VALUE!
RP23-322O24.4,2.272858469,-0.059966764,0.091679104,-0.654094133,0.513051161,NA,0.959286218
RP23-322P13.2,8.023157376,0.20947009,0.225518279,0.928838633,0.35297272,NA,1.156263404
RP23-323D23.1,3.51774283,0.014213539,0.173984745,0.081694166,0.934889917,NA,1.009900766
RP23-323D23.2,3.461524554,0.095662958,0.179028207,0.534345729,0.59310236,NA,1.068556326
RP23-323D23.3,3.854633818,0.035250944,0.176341275,0.199901834,0.841557356,NA,1.024735051
RP23-323E20.2,1.243847162,0.003671602,0.144879314,0.025342489,0.979781783,NA,1.002548202
RP23-323E6.1,17.27801173,-0.045618657,0.235566509,-0.193655106,0.846445947,NA,0.968874255
RP23-323F17.2,0,NA,NA,NA,NA,NA,#VALUE!
RP23-323H18.1,0.514860374,0.034547744,0.073556603,0.469675637,0.638586776,NA,1.024235695
RP23-323H18.2,4.364479823,0.178654862,0.214915262,0.831280476,0.405815201,NA,1.131828101
RP23-323H18.3,0.767344345,0.056833328,0.065276735,0.870652127,0.383944125,NA,1.04018009
RP23-323L3.1,1.491766605,0.057632715,0.139478943,0.413200116,0.679460003,NA,1.040756606
RP23-323L3.3,0,NA,NA,NA,NA,NA,#VALUE!
RP23-323L3.4,0.115465469,-0.011992916,0.062482041,-0.191941802,0.847787793,NA,0.991721601
RP23-323L3.5,0.128009992,0.013515271,0.062482041,0.216306488,0.828748852,NA,1.00941209
RP23-323L3.7,0,NA,NA,NA,NA,NA,#VALUE!
RP23-323L3.8,0.128009992,0.013515271,0.062482041,0.216306488,0.828748852,NA,1.00941209
RP23-323L8.3,0,NA,NA,NA,NA,NA,#VALUE!
RP23-323L8.6,1.729957585,0.013927927,0.132156945,0.10538929,0.916066914,NA,1.009700854
RP23-323M20.3,0,NA,NA,NA,NA,NA,#VALUE!
RP23-323O18.1,0.230010408,0.000761178,0.062482041,0.012182343,0.990280137,NA,1.000527747
RP23-323P11.3,0.407353524,-0.011992916,0.062482041,-0.191941802,0.847787793,NA,0.991721601
RP23-323P15.3,10.30051424,0.143094646,0.236845559,0.604168585,0.545731565,NA,1.104271289
RP23-323P3.1,0.743534096,0.005491863,0.107779457,0.050954632,0.959361672,NA,1.003813924
RP23-324A4.2,0.110931234,-0.011992916,0.062482041,-0.191941802,0.847787793,NA,0.991721601
RP23-324B16.1,0,NA,NA,NA,NA,NA,#VALUE!
RP23-324B16.2,1.496867837,0.117751135,0.150193779,0.783994752,0.433043189,NA,1.085042186
RP23-324B16.3,0,NA,NA,NA,NA,NA,#VALUE!
RP23-324B16.4,0,NA,NA,NA,NA,NA,#VALUE!
RP23-324B16.5,0,NA,NA,NA,NA,NA,#VALUE!
RP23-324B16.6,0,NA,NA,NA,NA,NA,#VALUE!
RP23-324B16.7,0,NA,NA,NA,NA,NA,#VALUE!
RP23-324B17.1,0,NA,NA,NA,NA,NA,#VALUE!
RP23-324B8.3,6.342698733,-0.004282476,0.212597135,-0.02014362,0.983928804,NA,0.997036015
RP23-324D2.1,2.59734016,-0.055760941,0.173448273,-0.321484557,0.747843213,NA,0.962086862
RP23-324E10.2,0,NA,NA,NA,NA,NA,#VALUE!
RP23-324E10.3,0,NA,NA,NA,NA,NA,#VALUE!
RP23-324E2.10,8.854730025,0.082390195,0.222149334,0.370877523,0.710728757,NA,1.058770714
RP23-324E2.11,12.14480432,0.00799918,0.234562352,0.034102574,0.972795356,NA,1.005560009
RP23-324E2.4,1.140440334,0.064487256,0.118702238,0.54326908,0.58694455,NA,1.04571322
RP23-324E2.9,0.388838444,0.049033645,0.069877042,0.701713227,0.482858022,NA,1.034571708
RP23-324F10.1,1.402964155,0.031006993,0.146466123,0.211700781,0.832340479,NA,1.021725035
RP23-324F10.2,0,NA,NA,NA,NA,NA,#VALUE!
RP23-324F17.1,0,NA,NA,NA,NA,NA,#VALUE!
RP23-324F17.2,0.110931234,-0.011992916,0.062482041,-0.191941802,0.847787793,NA,0.991721601
RP23-324H1.3,0,NA,NA,NA,NA,NA,#VALUE!
RP23-324H16.1,0,NA,NA,NA,NA,NA,#VALUE!
RP23-324H19.3,0.115465469,-0.011992916,0.062482041,-0.191941802,0.847787793,NA,0.991721601
RP23-324H19.4,0,NA,NA,NA,NA,NA,#VALUE!
RP23-324J18.1,0,NA,NA,NA,NA,NA,#VALUE!
RP23-324J22.1,9.258519068,0.172844775,0.199010297,0.868521771,0.385108759,NA,1.127279118
RP23-324J22.3,1.223137059,0.006483682,0.132839808,0.048808277,0.961072086,NA,1.00450426
RP23-324J22.4,0.396716918,-0.037501102,0.062482041,-0.600190093,0.548379556,NA,0.974341147
RP23-324J22.6,0.872945813,0.029214709,0.109832607,0.265993038,0.790244571,NA,1.020456517
RP23-324J8.5,0,NA,NA,NA,NA,NA,#VALUE!
RP23-324J8.6,0,NA,NA,NA,NA,NA,#VALUE!
RP23-324L6.1,0.12783109,0.013515271,0.062482041,0.216306488,0.828748852,NA,1.00941209
RP23-324M14.1,18.3746953,-0.034744304,0.236432521,-0.146952306,0.883169666,NA,0.976204763
RP23-325B1.1,0.606319052,-0.020537565,0.091062084,-0.225533658,0.821564144,NA,0.985865291
RP23-325D10.1,0.554656171,-0.052542677,0.062981455,-0.834256321,0.404136559,NA,0.964235414
RP23-325D10.4,7.145197531,0.025031199,0.197787011,0.126556332,0.899291561,NA,1.017501696
RP23-325D10.5,1.718810068,-0.03089283,0.145690743,-0.21204388,0.832072801,NA,0.978814358
RP23-325D10.6,0,NA,NA,NA,NA,NA,#VALUE!
RP23-325F17.1,0,NA,NA,NA,NA,NA,#VALUE!
RP23-325F17.2,2.599661265,0.021877057,0.127411882,0.171703432,0.863670688,NA,1.015279578
RP23-325G13.2,0,NA,NA,NA,NA,NA,#VALUE!
RP23-325H1.1,0,NA,NA,NA,NA,NA,#VALUE!
RP23-325H1.2,0,NA,NA,NA,NA,NA,#VALUE!
RP23-325H23.2,8.067785173,-0.026279993,0.229334097,-0.11459261,0.908768037,NA,0.981949004
RP23-325H23.3,0.358488258,-0.014506316,0.068588409,-0.211498072,0.832498636,NA,0.98999537
RP23-325I22.1,0,NA,NA,NA,NA,NA,#VALUE!
RP23-325I3.6,0,NA,NA,NA,NA,NA,#VALUE!
RP23-325K4.1,0.559044867,-0.051742838,0.062762304,-0.824425412,0.409697881,NA,0.96477014
RP23-325K4.10,0.512167663,-0.048678733,0.087760754,-0.554675422,0.57911669,NA,0.96682137
RP23-325K4.4,0,NA,NA,NA,NA,NA,#VALUE!
RP23-325K4.5,0,NA,NA,NA,NA,NA,#VALUE!
RP23-325K4.9,0,NA,NA,NA,NA,NA,#VALUE!
RP23-325M14.1,0.119079174,0.013515271,0.062482041,0.216306488,0.828748852,NA,1.00941209
RP23-325M14.3,0.12847785,-0.011992916,0.062482041,-0.191941802,0.847787793,NA,0.991721601
RP23-325M14.7,0.768924972,0.14815749,0.10274039,1.442056913,0.149286319,NA,1.108153312
RP23-325M18.1,0,NA,NA,NA,NA,NA,#VALUE!
RP23-325M18.2,0.87829322,0.029369886,0.111985129,0.262265946,0.793116415,NA,1.020566284
RP23-325M18.3,0,NA,NA,NA,NA,NA,#VALUE!
RP23-325M18.5,0,NA,NA,NA,NA,NA,#VALUE!
RP23-325M7.4,0.885841485,-0.077905427,0.114341687,-0.681338792,0.495657143,NA,0.947432176
RP23-325P15.1,0.601784817,-0.026404898,0.103736713,-0.254537644,0.799080226,NA,0.981863992
RP23-325P15.2,0,NA,NA,NA,NA,NA,#VALUE!
RP23-325P17.1,0.110931234,-0.011992916,0.062482041,-0.191941802,0.847787793,NA,0.991721601
RP23-325P17.2,0,NA,NA,NA,NA,NA,#VALUE!
RP23-325P5.1,0.771816075,-0.002007679,0.094446332,-0.021257357,0.983040361,NA,0.998609351
RP23-326A12.1,1.29376439,0.003341368,0.131981549,0.025316934,0.979802167,NA,1.002318744
RP23-326B14.1,0.139761217,-0.011992916,0.062482041,-0.191941802,0.847787793,NA,0.991721601
RP23-326B14.2,0,NA,NA,NA,NA,NA,#VALUE!
RP23-326B21.7,0.384786791,-0.011992916,0.062482041,-0.191941802,0.847787793,NA,0.991721601
RP23-326C6.1,0.132997362,0.013515271,0.062482041,0.216306488,0.828748852,NA,1.00941209
RP23-326C6.2,0,NA,NA,NA,NA,NA,#VALUE!
RP23-326C6.3,0,NA,NA,NA,NA,NA,#VALUE!
RP23-326D18.1,0.381460193,0.013515271,0.062482041,0.216306488,0.828748852,NA,1.00941209
RP23-326D6.5,0.346396406,-0.037501102,0.062482041,-0.600190093,0.548379556,NA,0.974341147
RP23-326E10.1,0,NA,NA,NA,NA,NA,#VALUE!
RP23-326E10.2,0,NA,NA,NA,NA,NA,#VALUE!
RP23-326E10.3,0,NA,NA,NA,NA,NA,#VALUE!
RP23-326E10.5,0,NA,NA,NA,NA,NA,#VALUE!
RP23-326E2.1,0.12783109,0.013515271,0.062482041,0.216306488,0.828748852,NA,1.00941209
RP23-326E2.3,0.358940929,-0.011992916,0.062482041,-0.191941802,0.847787793,NA,0.991721601
RP23-326E2.4,3.167097199,0.07875394,0.130880064,0.601726024,0.547356524,NA,1.056105485
RP23-326E2.5,0.375388114,0.016754141,0.069416903,0.241355343,0.809279721,NA,1.011680779
RP23-326E21.2,0,NA,NA,NA,NA,NA,#VALUE!
RP23-326F22.1,0.366168339,0.039023457,0.062482041,0.624554779,0.532263307,NA,1.027418144
RP23-326F22.3,5.049829527,0.154191877,0.195495884,0.788721857,0.43027459,NA,1.112798112
RP23-326F22.4,1.766030352,-0.026910872,0.128873488,-0.208816201,0.834591724,NA,0.981519699
RP23-326H11.1,0.226396703,-0.024747009,0.062482041,-0.396065948,0.692056378,NA,0.982992961
RP23-326H11.2,0,NA,NA,NA,NA,NA,#VALUE!
RP23-326H11.3,0,NA,NA,NA,NA,NA,#VALUE!
RP23-326H18.1,8.882607192,-0.137136944,0.233659725,-0.586908781,0.557264972,NA,0.909321932
RP23-326I20.1,0,NA,NA,NA,NA,NA,#VALUE!
RP23-326I20.4,6.033694303,0.116432208,0.208557019,0.558275185,0.576656488,NA,1.084050682
RP23-326K2.4,1.56601998,-0.005897225,0.121045844,-0.048718935,0.961143286,NA,0.995920698
RP23-326O2.2,6.924197406,-0.277571319,0.219955545,-1.261942812,0.206969365,NA,0.824978646
RP23-326O5.2,0.119079174,0.013515271,0.062482041,0.216306488,0.828748852,NA,1.00941209
RP23-326O5.3,0,NA,NA,NA,NA,NA,#VALUE!
RP23-326O5.4,0.775542288,-0.05526819,0.109340025,-0.505470795,0.613228206,NA,0.962415518
RP23-326O5.5,0.474859534,-0.031495457,0.072597844,-0.433834604,0.664408551,NA,0.978405584
RP23-326O5.6,0,NA,NA,NA,NA,NA,#VALUE!
RP23-326P16.3,0.12847785,-0.011992916,0.062482041,-0.191941802,0.847787793,NA,0.991721601
RP23-326P16.4,1.390953884,0.029029883,0.146588714,0.198036274,0.843016684,NA,1.020325793
RP23-326P7.11,0.110931234,-0.011992916,0.062482041,-0.191941802,0.847787793,NA,0.991721601
RP23-326P7.12,0,NA,NA,NA,NA,NA,#VALUE!
RP23-326P7.5,5.584012064,0.250633398,0.221628048,1.130874004,0.258108126,NA,1.189729337
RP23-326P8.1,0.252076536,0.026269364,0.062482041,0.420430633,0.674170894,NA,1.018375322
RP23-327A15.1,0.12847785,-0.011992916,0.062482041,-0.191941802,0.847787793,NA,0.991721601
RP23-327E13.1,0,NA,NA,NA,NA,NA,#VALUE!
RP23-327E13.2,0,NA,NA,NA,NA,NA,#VALUE!
RP23-327E13.3,0,NA,NA,NA,NA,NA,#VALUE!
RP23-327E13.4,0,NA,NA,NA,NA,NA,#VALUE!
RP23-327E18.14,0,NA,NA,NA,NA,NA,#VALUE!
RP23-327G1.4,11.47275854,0.326252862,0.190176068,1.715530586,0.086247993,NA,1.253752747
RP23-327I19.1,0,NA,NA,NA,NA,NA,#VALUE!
RP23-327I19.2,0.119079174,0.013515271,0.062482041,0.216306488,0.828748852,NA,1.00941209
RP23-327I5.1,0,NA,NA,NA,NA,NA,#VALUE!
RP23-327I5.3,6.472475719,0.064147762,0.228257307,0.281032675,0.778685338,NA,1.045467172
RP23-327K3.1,0,NA,NA,NA,NA,NA,#VALUE!
RP23-327K3.2,3.134082728,-0.111075875,0.124176362,-0.894500957,0.371053918,NA,0.925897326
RP23-327K3.3,0,NA,NA,NA,NA,NA,#VALUE!
