,Trim on data 8,Trim on data 7,Trim on data 6,Trim on data 5,Trim on data 1,Trim on data 2,Trim on data 3,Trim on data 4
RP24-230J14.2,3.549799495,2.055645606,0.92372375,0,4.090594889,1.063978897,1.024079934,1.905266777
RP24-230J14.3,117.1433833,111.0048627,108.0756787,93.91953765,88.97043884,79.79841728,72.70967529,68.58960398
RP24-230J14.4,156.1911778,118.1996224,143.1771812,72.67583271,64.4268695,56.39088154,92.16719403,98.12123903
RP24-230J14.5,717.059498,868.5102687,776.8516734,819.559775,660.6310746,632.0034649,628.7850793,686.8486732
RP24-230J14.7,0,1.027822803,0.92372375,0,0,1.063978897,1.024079934,1.905266777
RP24-230J14.8,2.662349621,4.111291213,2.771171249,5.59044867,7.158541056,4.255915588,3.072239801,8.573700498
RP24-230J14.9,0.887449874,0,0,0,1.022648722,4.255915588,1.024079934,0
RP24-230J5.2,49.9864672,54.4300588,65.28548807,56.29951098,52.42170746,57.47343549,78.93465662,47.86857918
RP24-230L5.1,3.881008142,2.820322504,2.534677058,3.068012919,2.981507752,4.653007324,5.620104311,0.694344933
RP24-230L5.2,4.437249369,5.139114016,2.771171249,2.236179468,5.113243611,6.383873382,5.120399669,7.621067109
RP24-230L5.3,6.212149116,7.194759622,5.542342497,11.18089734,7.158541056,9.575810074,8.19263947,6.66843372
RP24-230L5.4,0,1.027822803,0,0,0,0,1.024079934,0
RP24-230L5.5,0,0,0.92372375,1.118089734,0,0,1.024079934,0
RP24-230L6.3,69.22109015,56.53025417,50.80480623,59.2587559,30.67946167,63.83873382,81.9263947,40.01060232
RP24-230N16.2,1.774899747,4.111291213,0.92372375,1.118089734,2.045297444,0,4.096319735,0
RP24-230N9.1,1.774899747,3.08346841,0,0,2.045297444,1.063978897,2.048159867,0
RP24-230N9.2,0,1.027822803,0,0,0,0,1.024079934,0.952633389
RP24-230N9.3,1.774899747,4.111291213,1.847447499,4.472358936,5.113243611,4.255915588,2.048159867,1.905266777
RP24-230O19.1,0,0,0,0,0,0,0,0
RP24-230P10.6,35.49799495,22.61210167,32.33033124,8.944717872,23.52092061,28.72743022,26.62607828,33.3421686
RP24-231B8.2,0,0,0,0,0,0,0,0
RP24-231B8.3,19.52389722,12.33387364,12.00840874,0,14.31708211,11.70376787,0,9.526333886
RP24-231B8.4,65.67129066,69.89195062,70.20300497,72.67583271,67.49481567,93.63014294,86.02271443,68.58960398
RP24-231B8.5,21.21169693,19.29268085,22.06014754,16.67386827,6.932487259,17.53970038,7.851088334,8.072320785
RP24-231B8.6,3.873781757,0,0.765785393,0,0,0,0,0.78975206
RP24-231B8.7,0,0,0,0,0,0,0,0
RP24-231B8.8,0.887449874,0,0,0,0,1.063978897,2.048159867,0
RP24-231B8.9,0.887449874,3.08346841,0.92372375,11.18089734,2.045297444,6.383873382,2.048159867,0
RP24-231D14.1,0.887449874,1.027822803,0.92372375,0,1.022648722,0,1.024079934,0.952633389
RP24-231N5.1,0.887449874,1.027822803,0,0,1.022648722,2.127957794,4.096319735,0
RP24-231P10.1,0,2.055645606,0,0,2.045297444,2.127957794,3.072239801,2.857900166
RP24-231P10.2,0.887449874,3.08346841,2.771171249,0,6.135892333,6.383873382,2.048159867,0.952633389
RP24-231P10.3,3.549799495,2.055645606,1.847447499,0,1.022648722,1.063978897,8.19263947,0.952633389
RP24-231P10.4,0,3.08346841,1.847447499,1.118089734,5.113243611,5.319894485,2.048159867,1.905266777
RP24-231P10.5,6.212149116,5.139114016,3.694894998,2.236179468,4.090594889,1.063978897,4.096319735,5.715800332
RP24-232D3.1,0,0,0.92372375,0,1.022648722,2.127957794,0,0
RP24-232D3.2,0,0,0,0,0,0,0,0
RP24-232D3.3,0,1.027822803,0,0,0,0,0,0
RP24-232D3.4,0,0,0,0,0,0,0,0
RP24-232F23.1,7.09959899,18.50081046,45.26246373,8.944717872,16.36237956,46.81507147,10.24079934,29.53163505
RP24-232F23.2,16.8615476,9.250405229,3.694894998,15.65325628,10.22648722,12.76774676,0,8.573700498
RP24-232H5.1,0,0,0,0,0,0,0,0
RP24-232H5.2,0,0,1.847447499,1.118089734,1.022648722,0,0,0.952633389
RP24-232H5.3,0,1.027822803,0,0,2.045297444,1.063978897,6.144479602,1.905266777
RP24-232I9.2,0,0,0,0,2.045297444,0,1.024079934,0
RP24-232N19.1,0,0,0,0,1.022648722,0,1.024079934,0
RP24-233B16.1,2.783331219,3.849736638,1.91439257,0.686690469,2.859854095,4.356553465,8.100004298,2.659081782
RP24-233B16.2,0,0,0,0,0,0,0,0
RP24-233B16.4,0,0,0,0,0,0,0,0
RP24-233B16.6,0,0,0.92372375,0,1.022648722,0,0,0
RP24-233B16.8,0.887449874,7.194759622,3.694894998,3.354269202,6.135892333,4.255915588,6.144479602,0.952633389
RP24-233B19.1,0,0,0,0,0,0,0,0
RP24-233F22.1,3.271550115,3.498612928,0.786067365,3.805873139,5.221501259,11.45712612,7.283895282,4.05334397
RP24-233F22.3,0,0,0.92372375,0,0,0,0,0
RP24-233K8.1,0,0,0,0,0,0,0,0.952633389
RP24-234C3.3,0,0,0,0,0,0,0,0
RP24-234D9.2,0,2.055645606,1.847447499,0,1.022648722,3.191936691,1.024079934,2.857900166
RP24-234E11.1,0,1.027822803,0,0,0,0,1.024079934,0
RP24-234J3.2,16.597032,19.70844099,13.14389868,14.00599109,18.58605178,10.20086597,16.36389308,24.57095237
RP24-234J3.3,87.8575375,96.6153435,76.66907122,83.85673005,74.65335672,81.92637507,87.04679437,81.92647142
RP24-234J3.4,0,0,0,0,0,0,0,0
RP24-234J3.7,0,0,0,0,0,0,1.024079934,0
RP24-234L7.1,0,0,0,0,0,0,0,0
RP24-235B14.1,0,1.027822803,2.771171249,0,1.022648722,1.063978897,2.048159867,0
RP24-235B14.2,0,1.027822803,0,0,0,0,1.024079934,1.905266777
RP24-235B15.4,3.549799495,1.027822803,0,4.472358936,3.067946167,2.127957794,1.024079934,3.810533554
RP24-235B15.7,0,0,0,0,0,0,0,0
RP24-235B15.9,0,0,0,2.236179468,0,0,0,0
RP24-235C16.1,0,0,0,0,0,0,0,0
RP24-235C16.2,0.887449874,1.027822803,6.466066247,1.118089734,0,0,0,0.952633389
RP24-235C16.3,0,0,0,0,0,0,0,0
RP24-235C16.5,0,0,0,0,0,0,0,0
RP24-235D23.2,0,0,0,0,0,0,0,0
RP24-235D23.3,0,0,0,0,0,0,0,0
RP24-235D23.4,0,0,0,0,0,0,0,0
RP24-235D23.5,2.662349621,0,0.92372375,0,0,0,2.048159867,0.952633389
RP24-235D23.6,0,0,0,1.118089734,1.022648722,0,0,0
RP24-235D23.7,5.324699242,0,2.771171249,3.354269202,4.090594889,2.127957794,2.048159867,1.905266777
RP24-235E5.1,36.05379652,39.85859941,37.52746955,62.97395796,28.32710744,54.03189492,57.3308432,49.48791344
RP24-235G23.1,0,0,0,0,0,0,0,0
RP24-235G7.1,0,0,0,0,0,0,0,0
RP24-235K10.1,4.437249369,3.08346841,2.771171249,8.944717872,2.045297444,6.383873382,8.19263947,4.763166943
RP24-235K6.2,0,0,0,0,0,0,0,0
RP24-235L14.1,0,0,0,0,0,0,0,0
RP24-235L14.2,0.887449874,4.111291213,4.618618748,2.236179468,4.090594889,10.63978897,2.048159867,9.526333886
RP24-235L14.3,17.74899747,10.27822803,10.16096125,17.88943574,23.52092061,15.95968346,26.62607828,15.24213422
RP24-235N21.3,0.887449874,0,0,0,0,0,0,0.952633389
RP24-235N21.4,9.761948611,16.44516485,15.70330374,22.36179468,4.090594889,30.85538801,10.24079934,2.857900166
RP24-235N21.5,0,0,0,0,0,0,0,0
RP24-236C17.2,0,3.08346841,2.771171249,4.472358936,2.045297444,3.191936691,2.048159867,3.810533554
RP24-236C17.3,0,0,0.92372375,1.118089734,0,0,0,0
RP24-236C22.2,0,0,0,0,0,0,0,0
RP24-236E2.1,50.5846428,23.63992447,44.33873998,42.48740989,29.65681295,45.75109257,17.40935887,28.57900166
RP24-236E2.2,42.59759394,44.19638054,52.65225373,63.73111483,38.86065145,38.30324029,34.81871775,31.43690182
RP24-236E2.3,0,40.08508932,34.17777873,90.56526845,52.15508483,45.75109257,0,0
RP24-236E2.4,0,0,0,0,0,0,0,0
RP24-236E2.5,0,0,0,0,0,0,0,0
RP24-236H23.1,0,1.027822803,0,0,2.045297444,2.127957794,2.048159867,0
RP24-236H23.2,0,0,0,0,0,0,0,0
RP24-236H23.3,0,0,0,0,0,0,0,0
RP24-236J11.1,0,1.027822803,0,0,3.067946167,6.383873382,3.072239801,0.952633389
RP24-236J11.2,3.549799495,2.055645606,0,0,1.022648722,2.127957794,1.024079934,0
RP24-236K6.2,0,0,0,0,0,0,0,0
RP24-236K6.3,0,0,0,0,0,0,0,0
RP24-236L7.3,0,0,0,0,0,0,0,0
RP24-236L7.4,0,0,0,0,0,0,0,0
RP24-236L7.5,0.887449874,0,0,0,1.022648722,0,0,0
RP24-236L7.6,0,0,0,1.118089734,0,0,0,0
RP24-236L7.8,0,0,0,0,0,0,2.048159867,0
RP24-236O3.3,2.662349621,4.111291213,5.542342497,1.118089734,4.090594889,4.255915588,10.24079934,3.810533554
RP24-236O3.4,0.887449874,2.055645606,2.771171249,1.118089734,1.022648722,0,1.024079934,1.905266777
RP24-237D17.3,0,0,0.92372375,0,1.022648722,2.127957794,0,0.952633389
RP24-237I4.3,3.549799495,5.139114016,0.92372375,2.236179468,6.135892333,3.191936691,4.096319735,3.810533554
RP24-237I4.4,0,0,0,0,0,0,0,0
RP24-238A21.1,6.212149116,2.055645606,0,3.354269202,5.113243611,0,2.048159867,0.952633389
RP24-238A21.2,0,0,0,0,1.022648722,0,0,0
RP24-238B3.2,0,3.08346841,0,5.59044867,6.135892333,6.383873382,0,2.857900166
RP24-238B3.3,0,0,0,0,0,1.063978897,0,0
RP24-238B3.4,1.288468903,57.16248463,0,15.09492831,30.67915331,0.674446173,20.00371153,8.707705923
RP24-238C11.4,17.74899747,8.222582425,3.694894998,11.18089734,8.181189778,11.70376787,15.36119901,7.621067109
RP24-238C11.5,1.774899747,2.055645606,2.771171249,1.118089734,1.022648722,9.575810074,3.072239801,1.905266777
RP24-238J9.2,0.887449874,0,0.92372375,0,1.022648722,0,0,0
RP24-238J9.3,0,0,0,0,0,0,1.024079934,0.952633389
RP24-238J9.4,0,0,0,0,0,0,0,0
RP24-238J9.5,0,0,0,0,0,0,0,0
RP24-238J9.6,0,0,0,0,0,0,0,0
RP24-238M4.2,0,0,0,0,0,0,0,0.952633389
RP24-238M4.4,49.69719293,45.22420334,29.55915999,35.77887149,60.33627461,60.64679713,78.8541549,29.53163505
RP24-238P16.1,0,0,0,0,0,0,0,0
RP24-239E14.1,0,0,0,1.118089734,0,1.063978897,0,0
RP24-239E14.2,8.509084785,10.49773241,10.47926695,2.763364697,7.582445194,9.507727834,3.374691971,6.919531034
RP24-239E2.1,0.519815693,0,7.035714681,0.654910894,1.198014378,4.05199712,0.599845508,0.557996344
RP24-239E2.2,3.549799495,1.027822803,0.92372375,3.354269202,1.022648722,1.063978897,2.048159867,0.952633389
RP24-239J20.1,1.774899747,2.055645606,0,5.59044867,2.045297444,2.127957794,2.048159867,5.715800332
RP24-239K20.1,7.987048864,1.027822803,1.847447499,4.472358936,0,1.063978897,6.144479602,5.715800332
RP24-239L16.3,71.88343977,83.25364706,71.12672872,70.43965324,36.815354,61.71077603,65.54111576,57.15800332
RP24-239L16.4,0,0,0,0,0,2.127957794,1.024079934,0
RP24-239N23.1,0,0,0,0,0,0,0,0
RP24-239O15.2,0,0,0,0,0,0,0,0
RP24-240E7.1,0,0,0,0,1.022648722,0,1.024079934,0
RP24-240E9.1,0,3.08346841,2.771171249,1.118089734,0,1.063978897,1.024079934,0
RP24-240E9.2,0,0,0.92372375,0,0,0,1.024079934,0
RP24-240G4.1,0.887449874,0,0,0,0,0,1.024079934,0
RP24-240G4.2,5.64758159,35.16284774,38.16195316,52.76033966,73.71296346,72.1599408,20.05488939,26.57836692
RP24-240G4.3,0,1.027822803,0.92372375,0,1.022648722,0,2.048159867,0
RP24-240G4.4,0,0,0,1.118089734,1.022648722,0,2.048159867,1.905266777
RP24-240I9.2,0,1.027822803,0,2.236179468,0,0,0,0
RP24-240J15.1,0,2.055645606,0.92372375,1.118089734,1.022648722,1.063978897,0,0.952633389
RP24-240K8.3,2.662349621,17.47298765,3.694894998,7.826628138,12.27178467,10.63978897,3.072239801,6.66843372
RP24-240K8.7,3.549799495,7.194759622,0.92372375,7.826628138,1.022648722,2.127957794,7.168559536,3.810533554
RP24-240O5.1,0,0,0,0,0,0,0,0
RP24-240O5.2,0.887449874,0,1.847447499,0,3.067946167,0,1.024079934,1.905266777
RP24-240P15.1,0,0,0,0,0,0,0,0
RP24-240P15.2,0,0,0,0,0,0,0,0
RP24-240P8.1,0,2.055645606,0,0,0,0,0,0
RP24-241C15.1,36.38544482,38.02944372,65.58438622,55.9044867,54.20038228,27.66345132,35.84279768,49.53693621
RP24-241C15.4,0,0,0,0,0,0,0,0
RP24-241E24.1,0,0,0,0,0,0,0,0
RP24-241H23.1,0,0,0,0,0,0,0,0
RP24-241H23.2,0,0,0,0,0,0,0,0
RP24-241I18.1,3.549799495,5.139114016,2.771171249,3.354269202,5.113243611,6.383873382,5.120399669,0.952633389
RP24-241I19.1,0.887449874,1.027822803,0,0,0,0,0,0
RP24-241I4.1,3.536791541,1.97194033,0,3.178150463,0,2.041307987,1.964759408,0
RP24-241I4.2,0,0,0,0,0,0,1.024079934,0
RP24-241J19.1,0,0,0,0,0,0,0,0.952633389
RP24-241J19.2,1.774899747,2.055645606,0,2.236179468,1.022648722,1.063978897,1.024079934,0.952633389
RP24-241J19.3,0,4.111291213,0,1.118089734,1.022648722,0,0,0.952633389
RP24-241N3.1,0,1.027822803,0,0,0,0,0,0
RP24-242C4.1,0,0,0,0,0,0,0,0
RP24-242C4.2,0,0,0,0,0,0,0,0
RP24-242C4.3,0,0,0,0,0,0,0,0
RP24-242E11.1,0,1.027822803,0.92372375,0,1.022648722,3.191936691,1.024079934,0.952633389
RP24-242F12.1,0,0,0,0,0,0,0,0
RP24-242F12.2,0,0,0,0,0,0,0,0
RP24-242F12.3,0,0,0,0,0,0,0,0
RP24-242F12.4,0,0,0,0,0,0,0,0
RP24-242F12.5,0,0,0,0,0,0,0,0
RP24-242F12.7,0,0,0,0,0,0,0,0
RP24-242F12.9,0,0,0,0,0,1.063978897,0,0
RP24-242F4.11,0.887449874,1.027822803,0,1.118089734,1.022648722,1.063978897,3.072239801,0
RP24-242F4.12,0.887449874,0,0,0,0,0,0,0
RP24-242F4.3,0,0,3.694894998,5.59044867,2.045297444,0,4.096319735,0.952633389
RP24-242F4.8,0,0,0,0,0,0,0,0
RP24-242F4.9,0,1.038602657,0,0,2.024068915,1.612706936,0,5.656474958
RP24-242G2.1,1.774899747,0,0,0,2.045297444,0,0,0
RP24-242J6.1,0,0,0,0,0,0,0,0
RP24-242L17.1,0,0,0,0,0,0,0,0
RP24-242L17.2,0,0,0,0,0,0,0,0
RP24-242L24.1,0,0,0,0,0,0,0,0
RP24-242L24.2,0,0,0,0,0,0,0,0
RP24-242L24.3,0,0,0,0,0,0,0,0
RP24-242L24.4,0,0,0,0,0,0,0,0
RP24-242L24.5,0,0,0,0,0,0,0,0
RP24-242M17.3,0,0,0,0,0,0,0,0
RP24-242N1.1,6.905017577,7.521112449,4.224377777,4.090602565,4.676781925,9.458887478,4.683327148,4.356587473
RP24-242N1.2,2.662349621,6.166936819,2.771171249,4.472358936,4.090594889,2.127957794,6.144479602,6.66843372
RP24-242P4.1,0,0,0,0,0,0,0,0
RP24-242P4.2,0,0,0.92372375,3.354269202,0,2.127957794,0,2.857900166
RP24-242P4.3,0,0,0,0,0,0,0,0
RP24-243A15.2,0,0,0,0,1.022648722,0,0,0
RP24-243A15.3,0,0,0,0,0,0,0,0
RP24-243A15.4,0,0,0,0,0,0,0,0
RP24-243A15.5,0,4.111291213,0.92372375,0,3.067946167,0,0,0
RP24-243A15.6,3.549799495,7.194759622,0,4.472358936,9.2038385,7.447852279,5.120399669,0
RP24-243A16.1,0,0,0,0,0,0,0,0
RP24-243A3.6,3.549799495,4.111291213,1.847447499,2.236179468,12.27178467,4.255915588,8.19263947,10.47896727
RP24-243B16.1,0,0,0,0,0,0,0,0
RP24-243C16.1,0,1.027822803,0,1.118089734,1.022648722,4.255915588,1.024079934,0.952633389
RP24-243C16.2,0.887449874,1.027822803,0.92372375,2.236179468,2.045297444,2.127957794,2.048159867,3.810533554
RP24-243E15.4,0.887449874,0,0.92372375,0,0,0,1.024079934,0.952633389
RP24-243F8.7,0,0,0,0,0,0,0,0
RP24-243J4.5,1.774899747,0,0,0,0,0,0,0
RP24-243L17.1,0,2.055645606,0,2.236179468,0,0,1.024079934,0
RP24-243P7.1,0,0,0,0,0,0,0,0
RP24-243P7.2,0,0,0,0,0,0,0,0
RP24-243P7.3,0,0,0,0,0,0,0,0
RP24-243P7.4,0,0,0,0,0,0,0,0
RP24-243P7.5,0,0,0,0,0,0,0,0
RP24-243P7.6,0,0,0,0,0,0,0,0
RP24-243P7.7,0,0,0.740187766,0,0,3.220579691,0,0.763353308
RP24-244H14.7,0,0,0,0,0,0,0,0
RP24-244H15.1,0.910767458,1.05482866,0,1.0079105,1.049518631,2.183869498,0,0
RP24-244I18.1,0.887449874,0,0,0,2.045297444,0,1.024079934,0
RP24-244I20.2,7.987048864,8.222582425,0,13.41707681,6.135892333,1.063978897,11.26487927,3.810533554
RP24-244M17.1,1.774899747,2.055645606,4.618618748,8.944717872,3.067946167,5.319894485,5.120399669,1.905266777
RP24-244M4.1,1.774899747,1.027822803,2.771171249,4.472358936,0,2.127957794,2.048159867,0.952633389
RP24-244P2.1,7.987048864,11.30605083,9.237237496,0,9.2038385,0,0,6.66843372
RP24-245C15.2,10.99860287,5.307630682,7.246426427,11.5475301,7.820244096,9.393474858,8.810087219,6.887098303
RP24-245C15.3,4.437249369,0,1.847447499,2.236179468,0,4.255915588,0,0
RP24-245G1.1,0,0,0,0,0,0,0,0
RP24-245I16.1,2.662349621,6.166936819,4.618618748,0,0,3.191936691,0,0
RP24-245I16.3,0,0,0,0,0,0,0,0
RP24-245K18.1,1.774899747,2.055645606,0.92372375,0,1.022648722,0,2.048159867,0.952633389
RP24-245K18.2,0.887449874,0,0,0,1.022648722,4.255915588,0,0
RP24-245K18.3,3.549799495,3.08346841,4.618618748,2.236179468,1.022648722,4.255915588,3.072239801,1.905266777
RP24-245K18.4,0,0,0,0,0,0,0,0
RP24-245L7.2,0,0,0,1.118089734,0,0,0,0
RP24-245L7.3,0,2.073414148,0.931708211,0,0,1.073175693,2.968273113,0.960867739
RP24-245L7.4,11.53684836,9.250405229,9.237237496,13.41707681,8.181189778,10.63978897,7.168559536,4.763166943
RP24-245L7.5,0.887449874,1.027822803,1.847447499,1.118089734,0,0,1.024079934,0
RP24-245M20.2,68.8708039,95.85800694,109.1223984,71.5855972,82.58435286,135.9905987,164.781883,136.1867557
RP24-245M20.4,0,8.222582425,0,10.06280761,0,0,11.26487927,0
RP24-245O20.1,0.887449874,2.055645606,0,2.236179468,5.113243611,4.255915588,9.216719403,4.763166943
RP24-245O20.2,0,2.055645606,0.92372375,1.118089734,1.022648722,1.063978897,6.144479602,0.952633389
RP24-245O4.1,0,0,2.771171249,0,4.090594889,0,0,0.952633389
RP24-245O4.2,0,0,0,0,0,0,0,0
RP24-246B16.1,0,0,0,0,0,0,0,0
RP24-246B16.2,0,0,0,0,0,0,0,0
RP24-246F10.3,0,0,0.92372375,0,1.022648722,0,0,0
RP24-246F10.4,0,0,0,0,0,0,0,0
RP24-246F10.5,0,0,0,0,1.022648722,0,0,0
RP24-246F6.2,5.324699242,3.08346841,2.771171249,4.472358936,6.135892333,3.191936691,1.024079934,6.66843372
RP24-246F8.1,0,2.055645606,2.771171249,1.118089734,2.045297444,2.127957794,3.072239801,0
RP24-246F8.3,2.662349621,0,0,0,0,0,0,0
RP24-246F8.4,0,0,0,0,0,0,0,0
RP24-246F8.5,0,0,0.92372375,0,0,0,0,0.952633389
RP24-246F8.6,0,0,0,0,0,0,0,0
RP24-246G10.1,4.437249369,11.30605083,0,3.354269202,4.090594889,2.127957794,0,2.857900166
RP24-246G10.3,1.774899747,0,6.466066247,3.354269202,0,5.319894485,10.24079934,5.715800332
RP24-246K16.1,0,0,0,0,0,0,0,0
RP24-246K16.2,36.38544482,22.61210167,26.78798874,27.95224335,29.65681295,22.34355684,22.52975854,15.24213422
RP24-246L19.1,0,0,0,1.118089734,0,0,0,0
RP24-246L19.2,0,0,0,0,0,0,0,0
RP24-246L19.3,0,0,0,0,0,0,0,0
RP24-246L19.4,0,0,0,0,0,0,0,0
RP24-246N21.1,117.1433833,0,235.5495561,185.6028958,168.7370392,174.4925391,0,197.1951114
RP24-246N21.2,0,0,0.92372375,0,0,0,0,0
RP24-247A21.1,13.31174811,18.50081046,11.08468499,22.36179468,10.22648722,15.95968346,18.43343881,8.573700498
RP24-247A8.2,0,0,0.92372375,0,1.022648722,0,1.024079934,0.952633389
RP24-247A8.5,0,0,0,1.118089734,1.022648722,0,1.024079934,0.952633389
RP24-247A8.7,0,0,0,0,0,0,0,0
RP24-247A8.8,0,0,0,0,0,0,0,0
RP24-247B20.1,107.5542564,194.0338888,90.08710707,115.7217805,253.4793331,232.1319116,404.655998,478.9464518
RP24-247B20.2,0,0,0,0,0,0,0,0
RP24-247F6.1,0,0,0,0,0,0,0,0
RP24-247J24.1,0,0,0,0,0,0,0,0
RP24-247J24.2,0,0,0,0,0,0,0,0
RP24-247J24.3,0,0,0,1.118089734,0,0,0,0
RP24-247J24.4,0,0,0,0,0,0,0,0
RP24-247K4.3,0,0,0,0,0,0,0,0
RP24-247M18.4,0,0,0,0,1.022648722,0,0,0
RP24-247M18.5,0,3.08346841,2.771171249,2.236179468,1.022648722,2.127957794,1.024079934,0.952633389
RP24-247M18.6,0,0,0,0,0,1.063978897,0,0
RP24-247N18.1,0,0,0,0,0,0,0,0
RP24-247N18.2,0,0,0,1.118089734,0,0,0,0
RP24-247N18.3,4.437249369,6.166936819,1.847447499,2.236179468,2.045297444,2.127957794,0,1.905266777
RP24-247P24.1,0.887449874,3.08346841,0,1.118089734,0,0,0,0
RP24-248B6.1,0,0,0,0,0,0,0,0
RP24-248C17.1,0,0,0,0,0,0,0,0
RP24-248C17.2,102.0567355,106.8935715,96.99099371,119.6356015,117.6046031,134.061341,123.913672,99.07387242
RP24-248C17.3,0,0,0,0,0,0,0,0
RP24-248C17.4,0,0,0,1.118089734,0,0,2.048159867,0
RP24-248C17.5,0,0,0,0,0,0,2.048159867,0.952633389
RP24-248E24.1,0,0,0,0,0,0,0,0
RP24-248F14.2,0.887449874,3.08346841,0,1.118089734,1.022648722,3.191936691,2.048159867,0
RP24-248F14.3,0,0,0,0,0,0,0,0.952633389
RP24-248F14.4,0,0,0,0,0,0,0,0
RP24-248L23.1,0,0,0,0,0,0,0,0
RP24-248M2.5,1.774899747,6.166936819,0,5.59044867,4.090594889,0,5.120399669,3.810533554
RP24-248P14.2,2.386517462,5.528012657,8.58356765,4.415121715,5.401581906,8.183660469,18.15939569,2.561808034
RP24-248P14.5,4.790089099,4.954312068,6.779774211,2.155766712,1.971748784,4.102873354,6.519356658,0.918376802
RP24-248P14.7,0,0,0,0,0,0,1.024079934,0
RP24-248P15.10,0,0,0,0,0,0,0,0
RP24-248P15.11,0,0,0,0,0,0,0,0
RP24-248P15.12,0,0,0,0,0,0,0,0
RP24-248P15.2,0,0,0,0,0,0,0,0
RP24-248P15.3,0,0,0,0,0,0,0,0
RP24-248P15.4,0,0,0,0,0,0,0,0
RP24-248P15.5,0,0,0,0,0,0,0,0
RP24-248P15.6,0,0,0,0,0,0,0,0
RP24-248P15.7,0,0,0,0,0,0,0,0
RP24-248P15.8,0,0,0,0,0,0,0,0
RP24-248P15.9,0,0,0,0,0,0,0,0
RP24-249A13.2,1.774899747,2.055645606,2.771171249,1.118089734,2.045297444,0,3.072239801,0
RP24-249B17.1,0,0,0,2.236179468,1.022648722,0,0,0.952633389
RP24-249I4.2,0,0,0,0,0,0,0,0
RP24-249K4.1,0,0,0,0,0,0,0,0
RP24-249K4.2,0,0,0,0,0,0,0,0
RP24-249N9.1,0.887449874,0,0.92372375,1.118089734,0,0,0,0
RP24-249N9.2,0,1.027822803,0,2.236179468,0,0,0,0
RP24-249N9.3,0.887449874,0,0,0,0,0,1.024079934,0
RP24-249N9.5,0.887449874,0,0.92372375,0,0,1.063978897,0,0
RP24-249P3.1,0,0,0,0,0,0,0,0
RP24-249P3.3,0,0,0,0,0,0,0,0
RP24-249P3.4,1.041532633,0,0,0,0,0,1.745158201,0
RP24-250A3.1,0,0,0,0,0,0,1.024079934,0
RP24-250E15.1,0,0,0,0,0,0,0,0
RP24-250H23.1,0,0,0,0,0,0,0,0
RP24-250H23.3,0,0,0,0,0,0,0,0
RP24-250H23.4,0,0,0,0,0,0,0,0
RP24-250H23.5,0,0,0,0,0,0,0,0
RP24-250H23.8,0,0,0,0,0,0,0,0
RP24-250H23.9,0,0,0,0,0,0,0,0
RP24-250L13.2,4.780977128,7.844823213,1.036843923,4.01829468,1.837644956,3.099726136,8.048168111,4.690318232
RP24-250M7.2,0.887449874,0,0.92372375,1.118089734,0,0,0,2.857900166
RP24-250M7.4,0,0,0,0,0,0,0,0
RP24-251C20.1,0.887449874,2.055645606,8.313513746,2.236179468,2.045297444,1.063978897,4.096319735,2.857900166
RP24-251F16.2,0.887449874,0,0,0,2.045297444,0,1.024079934,0
RP24-251F16.3,0.887449874,1.027822803,0.92372375,0,1.022648722,0,0,0
RP24-251F16.4,86.90469962,50.21919782,102.0980213,46.05187525,103.3217877,65.30880537,72.8852431,107.7005361
RP24-251F16.6,0,0,0,0,0,0,0,0
RP24-251K18.1,0,0,0,0,0,0,0,0
RP24-251M20.1,6.212149116,4.111291213,1.847447499,4.472358936,0,3.191936691,11.26487927,0.952633389
RP24-252B21.2,71.65453688,81.16461341,65.56779304,58.85993728,73.461459,54.87338668,69.9653564,70.15560278
RP24-252B21.3,2.662349621,7.194759622,6.466066247,5.59044867,15.33973083,6.383873382,13.31303914,8.573700498
RP24-252G15.3,5.324699242,10.27822803,8.313513746,7.826628138,13.29443339,5.319894485,8.19263947,4.763166943
RP24-252G15.5,14.19919798,18.50081046,11.08468499,11.18089734,8.181189778,10.63978897,24.57791841,9.526333886
RP24-252G18.1,0,0,0,0,0,0,0,0
RP24-252G18.2,0,0,0,0,0,0,0,0
RP24-252G18.3,0,0,0,0,0,0,0,0
RP24-252H17.1,2.662349621,1.027822803,0,0,1.022648722,1.063978897,0,0
RP24-252H17.2,0,0,0,0,0,0,0,0
RP24-252K15.3,0,0,4.618618748,0,0,0,0,0
RP24-252K15.4,7.09959899,20.55645606,12.93213249,14.53516654,17.38502828,11.70376787,20.48159867,8.573700498
RP24-252L3.1,0,0,0,0,0,0,0,0
RP24-252L3.2,0,0,0,0,0,0,0,0
RP24-252L3.3,0,0,0,0,0,0,0,0
RP24-252L3.4,0,0.531686876,2.370166757,2.90319094,2.294432864,0,1.589252133,0
RP24-252L3.5,0,0,0,0,0,0,0,0
RP24-252L3.6,0,1.027822803,0,0,0,1.063978897,0,0
RP24-252L3.7,0,0,0,0,0,0,0,0
RP24-252N17.1,0,0,0,0,0,0,0,0
RP24-252O10.1,0.887449874,1.027822803,0,0,0,0,0,0
RP24-252O10.3,0,2.055645606,2.771171249,1.118089734,4.090594889,1.063978897,1.024079934,2.857900166
RP24-252O10.4,0,0,0,0,0,0,0,0
RP24-252O24.2,0,0,0,0,0,0,0,0
